ImageId,EncodedPixels
20200425_141341, 253640 1 254139 20 254648 26 255157 29 255668 31 256178 34 256689 35 257200 36 257711 38 258223 38 258735 38 259247 38 259758 39 260270 39 260782 39 261294 38 261807 36
20200425_141331, 83628 2 84138 7 84649 10 85161 11 85672 14 86184 15 86696 16 87208 17 87720 17 88233 17 88745 17 89257 18 89769 18 90281 19 90793 19 91306 19 91818 20 92330 20 92842 20 93355 20 93867 20 94379 21 94891 21 95403 21 95915 22 96427 22 96939 22 97451 23 97963 23 98475 24 98987 24 99499 25 100011 25 100523 25 101035 26 101547 26 102059 26 102571 26 103083 26 103595 26 104107 27 104619 27 105131 27 105643 27 106155 27 106667 27 107179 27 107691 26 108203 26 108716 25 109228 25 109740 25 110252 24 110764 23 111276 23 111788 22 112301 21 112813 20 113326 19 113838 18 114350 18 114863 16 115375 16 115887 15 116400 13 116912 12 117424 11 117937 10 118449 9 118961 8 119473 7 119986 5
20200425_141331, 165701 4 166213 5 166724 6 167236 7 167747 8 168259 8 168771 8 169283 9 169794 10 170306 10 170818 10 171329 11 171841 12 172353 12 172864 13 173376 13 173886 16 174398 16 174909 16 175420 18 175931 19 176443 19 176954 20 177465 21 177976 22 178487 23 178999 24 179509 26 180021 26 180532 27 181044 26 181556 26 182068 26 182580 26 183092 27 183603 28 184115 28 184627 28 185139 28 185651 27 186163 27 186675 27 187187 27 187699 27 188210 28 188722 28 189234 28 189746 28 190258 28 190770 28 191282 28 191794 28 192306 28 192818 28 193330 28 193842 27 194354 27 194866 27 195378 26 195891 25 196403 24 196915 24 197427 23 197939 22 198452 21 198964 21 199476 20 199988 18 200501 17 201014 14 201526 13 202039 11 202551 11 203064 9 203576 8 204088 8 204600 7 205112 7 205625 6 206138 5 206650 5 207163 3
20200425_141331, 103307 4 103818 6 104329 7 104839 9 105350 10 105848 24 106357 27 106869 27 107380 28 107891 29 108403 29 108915 29 109427 28 109938 29 110450 29 110962 29 111474 28 111986 28 112498 28 113010 29 113522 28 114034 28 114546 28 115058 28 115570 28 116082 28 116594 28 117106 27 117618 27 118130 27 118642 27 119154 27 119666 27 120178 27 120690 26 121202 26 121714 26 122226 25 122738 25 123250 25 123762 24 124274 24 124786 23 125298 23 125810 23 126322 22 126834 22 127346 22 127858 22 128370 21 128882 21 129394 20 129907 19 130419 18 130931 18 131443 17 131955 17 132468 15 132980 14 133492 14 134004 14 134516 14 135028 13 135540 13 136052 13 136564 13 137076 13 137589 11 138101 11 138613 11 139126 10 139639 8 140152 6 140665 4 141178 2
20200425_141331, 95386 2 95894 8 96405 10 96917 11 97428 12 97939 13 98450 14 98961 15 99473 15 99985 15 100496 16 101008 16 101519 17 102031 17 102542 18 103054 18 103565 18 104076 19 104587 20 105098 21 105610 21 106121 22 106632 23 107143 24 107654 25 108165 26 108675 27 109187 27 109698 28 110210 28 110721 29 111233 29 111745 29 112257 29 112768 30 113280 30 113792 30 114303 32 114815 32 115327 32 115838 33 116350 33 116861 34 117372 35 117884 35 118396 35 118908 35 119420 34 119932 34 120444 34 120956 34 121468 34 121979 34 122491 33 123003 32 123515 31 124026 31 124538 30 125050 29 125562 28 126073 28 126585 27 127097 26 127609 24 128120 24 128632 22 129144 19 129656 16 130168 16 130680 14 131192 12 131704 11 132216 10 132728 9 133241 7 133753 5 134266 3
20200425_141331, 250204 6 250713 11 251222 15 251730 20 252238 24 252746 28 253257 30 253767 32 254278 33 254788 35 255297 38 255808 39 256318 41 256829 42 257343 40 257855 40 258369 38 258881 38 259393 38 259905 38 260416 38 260928 34 261439 33 261947 35
20200425_141331, 149217 10 149728 12 150240 13 150752 13 151263 15 151775 15 152286 16 152798 17 153309 18 153821 18 154332 19 154844 19 155355 20 155867 20 156378 21 156889 22 157400 23 157912 23 158423 24 158935 24 159447 24 159959 24 160471 24 160983 24 161495 24 162008 23 162520 23 163032 23 163544 23 164056 23 164568 23 165080 23 165592 23 166103 24 166615 24 167127 25 167639 25 168151 24 168664 23 169175 24 169687 24 170199 24 170711 24 171223 24 171735 24 172247 24 172759 24 173271 24 173783 24 174295 23 174807 23 175318 24 175830 24 176343 22 176855 22 177368 21 177880 20 178392 20 178904 19 179417 17 179929 16 180442 15 180954 14 181467 13 181979 13 182491 12 183004 11 183516 11 184029 9 184541 9 185054 8 185566 7 186078 7 186591 6 187103 5 187616 4 188128 2
20200425_141331, 207564 1 208074 6 208585 8 209096 9 209606 13 210118 15 210629 19 211141 23 211653 24 212165 25 212677 26 213189 28 213702 27 214214 28 214726 29 215239 28 215751 29 216263 29 216775 30 217288 29 217800 30 218313 30 218825 31 219338 30 219850 31 220362 32 220874 32 221387 31 221899 31 222412 31 222924 31 223437 29 223949 30 224462 29 224975 28 225487 28 226000 27 226512 26 227025 25 227537 25 228050 24 228563 23 229077 21 229590 20 230104 18 230617 16 231130 15 231643 13 232156 12 232669 11 233181 10 233694 9 234207 3 234720 1
20200425_141331, 192879 2 193388 7 193899 9 194410 11 194921 12 195432 14 195943 15 196454 16 196966 16 197475 19 197986 20 198495 23 199006 23 199515 26 200026 26 200536 28 201046 30 201557 30 202068 31 202579 32 203091 31 203602 32 204113 32 204625 32 205136 33 205647 33 206158 34 206670 34 207181 34 207693 34 208205 34 208717 34 209229 33 209741 33 210252 34 210764 34 211276 33 211788 33 212300 33 212812 33 213325 32 213837 32 214349 32 214861 32 215373 31 215885 31 216397 31 216909 30 217422 28 217935 27 218447 27 218960 25 219473 24 219986 22 220499 20 221012 19 221528 14 222043 8
20200425_141331, 195229 3 195740 4 196252 5 196765 4 196779 1 197277 3 197289 6 197314 3 197789 3 197801 10 197813 19 198313 33 198825 33 199337 34 199849 35 200360 36 200872 36 201384 36 201895 37 202396 47 202907 48 203419 48 203932 46 204444 46 204956 45 205468 45 205981 43 206493 43 207004 44 207517 42 208029 41 208541 40 209052 41 209564 40 210076 39 210588 38 211100 37 211611 37 212124 34 212636 34 213149 32 213662 30 214174 29 214687 27 215198 28 215710 26 216222 22 216734 19 217246 17 217757 17 218269 17 218782 15 219294 13 219806 12 220322 6
20200425_141331, 7385 3 7895 6 8406 8 8917 9 9429 10 9940 11 10452 11 10963 12 11475 12 11987 12 12499 12 13010 13 13522 13 14034 14 14545 15 15057 15 15569 15 16081 15 16592 16 17104 17 17615 18 18127 18 18639 19 19150 20 19662 21 20173 22 20685 23 21197 23 21708 25 22220 26 22732 27 23244 27 23755 28 24267 28 24779 28 25291 29 25803 29 26315 29 26827 29 27339 29 27851 29 28364 28 28876 28 29389 27 29901 28 30414 27 30927 26 31440 25 31953 25 32465 26 32977 27 33490 26 34003 25 34516 25 35030 23 35545 21 36060 18 36574 16 37087 15 37600 14 38112 14 38625 13 39137 13 39650 12 40163 11 40676 10 41192 5 41707 1
20200425_141331, 195195 3 195707 4 196218 6 196730 7 197242 8 197754 9 198266 10 198778 10 199290 10 199802 10 200315 10 200827 11 201339 12 201851 12 202363 14 202875 14 203387 15 203899 17 204411 19 204923 19 205435 20 205947 21 206459 21 206971 22 207483 22 207995 23 208507 24 209019 25 209531 25 210043 25 210555 26 211067 26 211579 26 212091 26 212603 26 213115 27 213627 27 214139 27 214651 27 215163 27 215675 27 216186 28 216698 28 217210 28 217722 28 218234 28 218746 28 219258 28 219770 28 220283 27 220795 27 221308 26 221821 24 222335 22 222848 21 223361 20 223875 16 224389 11 224904 5
20200425_141331, 233198 4 233708 9 234210 20 234721 22 235232 24 235744 24 236255 25 236766 26 237278 26 237790 27 238301 28 238813 28 239325 29 239837 29 240348 30 240860 30 241372 30 241883 31 242395 32 242907 32 243419 32 243931 32 244443 32 244955 32 245468 31 245980 31 246492 31 247004 31 247516 31 248029 30 248541 30 249053 29 249566 28 250078 27 250590 27 251103 26 251615 25 252128 23 252640 22 253152 21 253665 19 254177 18 254689 17 255202 14 255714 14 256226 12 256738 12 257251 10 257763 8 258275 8 258788 6 259300 5 259813 3
20200425_141331, 121628 3 122139 5 122650 6 123161 7 123672 9 124184 9 124695 10 125206 12 125718 12 126229 14 126741 14 127253 15 127764 16 128276 16 128788 16 129300 17 129812 17 130324 17 130835 19 131347 19 131859 19 132371 19 132883 20 133394 21 133906 21 134418 21 134930 21 135442 21 135953 22 136465 22 136977 22 137488 23 138000 23 138512 23 139024 23 139535 24 140047 24 140558 25 141070 25 141581 26 142093 26 142604 27 143116 27 143628 27 144140 27 144652 27 145164 28 145676 28 146188 28 146700 28 147212 28 147724 28 148236 28 148748 28 149260 28 149772 28 150284 28 150796 28 151308 27 151821 26 152333 26 152845 26 153357 26 153869 26 154381 26 154893 26 155406 25 155919 24 156431 24 156944 23 157456 23 157968 22 158481 21 158993 21 159506 20 160018 20 160530 20 161043 19 161555 19 162067 19 162580 18 163092 19 163605 18 164119 16 164632 15 165145 14 165657 14 166169 15 166682 14 167195 13 167708 12 168221 11 168735 9 169247 8 169761 6 170274 5 170787 1 170789 1
20200425_141331, 239777 4 240288 4 240799 5 241305 3 241310 6 241815 13 242325 15 242835 17 243347 17 243859 16 244371 15 244883 14 245395 15 245906 18 246418 18 246930 18 246953 1 247442 24 247955 23 248467 23 248979 23 249491 22 250003 22 250515 21 251028 20 251540 19 252052 18 252564 17 253076 17 253588 14 254100 12 254613 11 255125 9 255638 8 256151 5 256664 4
20200425_141331, 136026 3 136525 20 137034 25 137544 28 138055 30 138566 32 139077 34 139589 35 140100 36 140612 37 141123 39 141635 40 142147 41 142659 43 143171 45 143682 47 144193 49 144704 52 145215 53 145726 55 146238 56 146750 56 147262 57 147774 57 148288 55 148801 55 149313 56 149826 55 150340 54 150854 52 151372 46 151886 44 152400 41 152913 20 152937 16 153428 14 153453 10
20200425_141331, 25245 2 25756 7 26267 9 26779 12 27290 14 27802 15 28314 19 28826 19 29337 21 29849 22 30361 22 30873 22 31384 23 31896 23 32407 24 32916 27 33428 27 33939 28 34451 28 34963 28 35475 28 35987 28 36499 28 37011 29 37523 29 38035 29 38547 29 39060 28 39572 28 40084 27 40597 22 41109 21 41621 19 42134 17 42647 16 43160 13 43673 7
20200425_141331, 250645 9 251154 14 251663 18 252173 20 252684 22 253195 23 253706 25 254217 26 254728 28 255238 31 255749 32 256260 34 256771 35 257282 36 257793 37 258305 37 258816 38 259328 38 259840 37 260351 36 260863 35 261376 32 261409 3 261888 30
20200425_141331, 142018 4 142529 6 143041 7 143552 9 144064 9 144576 10 145087 12 145599 13 146111 14 146623 14 147135 15 147647 15 148159 15 148670 17 149182 17 149694 17 150206 18 150718 18 151230 18 151742 19 152254 19 152766 19 153278 19 153790 20 154302 21 154814 21 155326 22 155837 23 156349 24 156861 24 157373 25 157885 26 158397 26 158909 26 159421 26 159932 27 160444 27 160956 27 161468 27 161980 28 162492 28 163004 28 163516 28 164028 28 164540 28 165052 28 165564 28 166076 27 166588 27 167100 27 167612 27 168124 27 168636 28 169148 27 169660 27 170173 26 170685 26 171197 26 171709 26 172222 25 172734 25 173246 25 173759 24 174271 24 174784 23 175296 22 175808 22 176320 22 176833 21 177345 20 177857 20 178369 20 178882 19 179394 19 179906 19 180418 19 180930 19 181443 18 181955 18 182467 18 182980 17 183493 16 184005 16 184518 15 185031 14 185544 13 186056 14 186569 13 187082 12 187594 12 188107 11 188619 11 189132 10 189644 10 190157 8 190669 8 191182 6 191694 6 192207 4 192720 3
20200425_141331, 226483 10 226994 13 227505 15 228016 17 228528 19 229039 21 229550 24 230062 24 230572 27 231083 28 231595 29 232106 30 232618 30 233130 30 233641 31 234153 32 234664 32 235176 32 235687 33 236199 33 236711 33 237222 34 237734 34 238246 34 238757 34 239269 34 239781 34 240292 35 240804 34 241316 34 241828 33 242340 31 242852 30 243364 29 243875 29 244386 28 244897 28 245410 25 245924 22 246436 8 246447 10 246948 5 246961 7 247476 2
20200425_141331, 209683 8 210189 16 210698 20 211208 22 211719 23 212230 24 212741 25 213251 27 213763 27 214274 28 214785 29 215297 28 215808 29 216319 30 216831 30 217342 31 217854 31 218366 31 218877 32 219389 32 219900 32 220412 32 220924 32 221436 32 221948 32 222459 33 222971 34 223483 36 223995 37 224507 39 225019 39 225531 40 226043 40 226555 41 227067 40 227580 39 228092 39 228604 39 229116 38 229628 37 230140 36 230652 33 231165 31 231677 31 232190 30 232703 27 233217 24 233731 18 234245 10 234762 1
20200425_141331, 252211 1 252213 2 252720 8 253231 10 253743 10 254252 13 254762 16 255273 17 255785 17 256296 19 256807 22 257318 25 257830 25 258342 27 258854 27 259366 27 259879 26 260391 25 260902 26 261413 26
20200425_141331, 247491 4 248001 7 248513 7 249024 9 249535 10 250046 12 250557 13 251069 14 251580 16 252091 17 252602 19 253113 20 253624 21 254135 22 254646 23 255157 24 255669 24 256180 25 256692 24 257204 24 257715 24 258228 23 258740 22 259252 22 259764 22 260277 21 260789 20 261300 21 261813 19
20200425_141331, 94357 4 94868 7 95379 9 95890 11 96401 12 96913 13 97425 13 97936 14 98448 14 98960 14 99471 16 99983 16 100495 16 101007 16 101518 17 102030 17 102542 17 103054 17 103563 20 104075 20 104587 20 105098 21 105609 22 106121 22 106632 23 107143 24 107654 25 108165 26 108677 26 109188 27 109700 27 110211 28 110723 29 111235 29 111746 30 112258 30 112769 31 113281 31 113793 31 114305 31 114816 32 115328 32 115840 32 116352 32 116863 33 117375 33 117887 33 118399 33 118911 33 119423 33 119934 34 120446 33 120958 33 121470 33 121982 33 122494 33 123006 32 123518 32 124030 32 124542 32 125054 31 125566 31 126078 30 126590 29 127102 28 127614 28 128126 27 128638 26 129150 26 129662 25 130174 24 130685 25 131197 24 131709 23 132221 21 132733 21 133246 19 133758 16 134270 9 134783 6
20200425_141331, 250713 10 251222 15 251730 20 252237 26 252747 28 253257 31 253768 32 254278 34 254787 37 255298 39 255809 40 256320 41 256831 42 257342 43 257853 44 258365 44 258877 44 259388 45 259900 45 260412 44 260925 36 261437 35 261949 33
20200425_141331, 188625 3 189137 4 189648 6 190159 7 190671 7 191182 8 191694 9 192205 10 192717 11 193228 12 193739 14 194250 15 194761 16 195273 16 195784 18 196295 19 196807 20 197319 20 197831 20 198343 20 198855 20 199367 20 199879 20 200391 20 200903 21 201415 21 201927 21 202439 21 202951 21 203464 20 203976 20 204488 20 204999 21 205511 21 206023 21 206535 20 207047 19 207559 19 208071 19 208582 20 209094 20 209606 20 210118 19 210630 19 211142 20 211653 20 212166 19 212679 18 213191 18 213704 17 214216 17 214728 17 215241 16 215753 16 216265 17 216778 16 217290 16 217803 16 218315 16 218827 16 219340 16 219852 16 220365 15 220877 15 221390 14 221903 13 222416 12 222928 12 223441 10 223954 8 224468 5
20200425_141331, 220004 3 220515 6 221026 9 221537 11 222049 12 222561 13 223073 15 223585 16 224097 17 224609 19 225121 19 225633 21 226145 21 226657 22 227169 22 227681 23 228194 22 228706 22 229218 23 229730 23 230242 24 230754 24 231266 25 231778 25 232290 25 232802 26 233314 26 233826 26 234338 27 234850 27 235362 27 235874 28 236386 28 236898 28 237410 29 237922 28 238434 28 238946 28 239459 27 239971 26 240483 26 240995 26 241507 26 242020 25 242532 25 243044 25 243557 24 244069 24 244582 23 245095 22 245608 21 246122 19 246635 19 247148 18 247661 17 248173 17 248686 17 249199 16 249711 16 250223 16 250736 16 251249 15 251761 16 252274 15 252786 15 253302 11 253815 10 254329 8 254841 8 255354 7 255867 5 256381 1
20200425_141331, 169845 1 170336 10 170356 6 170845 14 170866 5 171356 26 171867 27 172378 28 172889 28 173400 29 173912 29 174423 30 174935 30 175446 31 175957 32 176469 32 176980 32 177492 32 178004 32 178515 33 179027 33 179538 33 180050 33 180562 33 181074 32 181585 32 182097 31 182609 31 183120 32 183632 31 184143 32 184655 32 185166 33 185678 33 186190 32 186701 31 186733 1 187213 28 187724 27 188236 26 188747 27 189259 26 189770 26 189805 2 190282 25 190317 2 190794 24 190828 2 191305 24 191340 2 191817 22 191852 2 192328 21 192365 1 192839 21 193350 21 193862 19 194373 19 194885 18 195397 17 195909 16 196421 15 196933 14 197446 12 197958 10 198470 9 198983 7
20200425_141331, 112979 17 113001 8 113489 34 114001 36 114511 38 115021 41 115531 43 116042 45 116552 47 117063 47 117574 48 118085 48 118596 49 119107 49 119619 47 120130 47 120642 46 121154 45 121665 46 122177 45 122688 45 123200 44 123711 44 124222 44 124733 45 125244 45 125756 43 126267 44 126778 44 127289 44 127800 44 128311 44 128822 44 129334 43 129845 43 130357 43 130869 41 131380 41 131892 41 132405 39 132917 37 133430 35 133955 20 134478 4
20200425_141331, 8396 2 8907 4 9418 7 9929 9 10441 10 10952 12 11464 13 11976 13 12488 15 12999 17 13511 19 14023 22 14535 23 15047 24 15559 24 16071 25 16583 26 17095 26 17608 26 18120 26 18632 27 19144 27 19656 28 20168 29 20681 29 21193 29 21705 30 22217 30 22729 30 23242 29 23754 29 24266 29 24778 29 25290 30 25803 29 26315 29 26827 29 27339 29 27852 28 28364 29 28877 28 29391 27 29903 27 30416 28 30929 27 31442 27 31954 27 32467 27 32980 26 33494 24 34007 23 34520 22 35035 20 35551 16 36065 14 36578 12 37090 12 37602 12 38116 10 38631 7 39145 3
20200425_141331, 145093 2 145603 7 146114 9 146626 11 147138 14 147649 16 148161 17 148673 18 149185 19 149697 20 150209 21 150721 22 151232 23 151744 24 152255 25 152767 25 153278 27 153790 27 154302 27 154814 28 155326 28 155838 28 156350 29 156862 30 157374 29 157886 28 158398 27 158908 1 158910 27 159420 29 159932 29 160444 29 160956 29 161468 29 161980 29 162492 29 163004 29 163515 30 164027 30 164540 29 165052 29 165564 29 166076 29 166588 29 167100 29 167612 29 168124 29 168636 29 169149 28 169661 28 170173 28 170686 27 171198 27 171711 26 172223 26 172735 26 173248 25 173761 24 174274 22 174787 21 175301 16
20200425_141331, 189069 6 189579 10 190090 12 190601 13 191112 14 191623 15 192133 17 192645 16 193154 19 193665 20 194177 20 194687 22 195198 22 195709 23 196219 25 196731 24 197242 25 197753 26 198265 26 198776 27 199288 26 199800 26 200311 27 200823 27 201334 28 201846 28 202356 29 202867 30 203379 30 203891 30 204402 30 204914 30 205426 30 205938 30 206450 30 206962 30 207474 29 207987 28 208499 28 209011 28 209524 27 210036 27 210549 25 211061 25 211574 23 212087 22 212600 20 213113 18 213626 16 214139 15 214652 13 215165 11 215680 7
20200425_141331, 41123 2 41630 10 42135 18 42642 23 43151 27 43662 28 44171 31 44682 32 45191 35 45700 38 46204 46 46713 49 47224 50 47736 50 48248 50 48760 50 49272 49 49785 48 50297 48 50810 47 51323 46 51836 44 52350 42 52863 41 53376 39 53889 38 54402 36 54914 36 55427 34 55941 31 56454 29 56968 26 57482 23 57995 21 58510 17 59029 9
20200425_141331, 227042 2 227552 8 228063 12 228575 14 229086 17 229598 18 230109 20 230620 22 231132 24 231644 26 232156 26 232668 26 233180 27 233691 29 234203 29 234715 30 235227 31 235739 32 236251 32 236763 32 237275 33 237787 33 238300 33 238812 34 239324 34 239836 34 240348 34 240860 34 241373 33 241885 33 242397 33 242910 32 243422 32 243934 32 244447 31 244960 30 245472 30 245985 29 246497 28 247009 28 247522 27 248034 27 248547 25 249060 23 249573 22 250086 20 250599 19 251112 18 251625 16 252139 14 252653 11 253166 10 253679 9 254191 9 254703 8 255216 7 255729 5
20200425_141331, 173874 2 174385 4 174896 6 175407 8 175918 9 176429 10 176941 10 177453 10 177964 12 178476 12 178988 12 179500 12 180011 13 180523 13 181034 14 181546 14 182058 14 182569 15 183081 15 183592 16 184103 17 184615 18 185127 18 185638 20 186149 22 186661 23 187173 26 187685 26 188197 26 188709 26 189221 27 189733 27 190245 27 190756 28 191268 28 191780 28 192292 28 192804 28 193316 28 193828 28 194340 28 194852 28 195364 28 195876 28 196388 27 196900 27 197412 27 197924 27 198436 27 198948 27 199460 27 199972 27 200484 27 200996 27 201508 27 202020 26 202532 26 203044 26 203556 25 204068 25 204580 25 205093 23 205605 23 206116 23 206628 22 207140 22 207652 21 208164 20 208676 19 209188 18 209700 16 210212 15 210724 14 211237 13 211749 12 212261 11 212774 9 213288 5
20200425_141331, 186019 2 186530 5 187041 6 187553 7 188064 8 188576 8 189088 9 189599 10 190111 11 190622 13 191134 13 191646 14 192157 15 192669 16 193179 18 193691 19 194202 20 194714 20 195225 21 195737 20 196248 21 196760 21 197272 21 197783 22 198295 22 198807 22 199319 22 199831 22 200342 23 200854 23 201366 23 201878 23 202390 23 202902 22 203414 22 203926 22 204438 22 204951 21 205463 21 205975 21 206487 18 206506 2 206999 18 207018 2 207512 17 207531 1 208024 17 208043 1 208536 17 208555 1 209049 15 209067 1 209561 16 209579 1 210073 16 210091 1 210585 16 211097 16 211609 16 212122 17 212634 17 213146 18 213657 19 214169 16 214187 1 214682 14 215194 16 215706 16 216217 16 216729 15 217241 15 217753 14 218265 13 218777 13 219289 12 219801 10 220313 10 220826 8 221338 7 221851 6 222363 5 222876 3
20200425_141331, 11923 3 12435 4 12946 6 13458 7 13970 7 14482 8 14994 8 15506 9 16018 9 16530 10 17042 11 17554 12 18066 13 18578 13 19090 15 19602 16 20114 17 20626 20 21138 20 21650 21 22162 21 22674 22 23186 22 23698 23 24210 23 24722 24 25234 25 25746 26 26258 26 26770 27 27282 27 27794 28 28307 27 28819 27 29332 26 29844 26 30357 26 30869 26 31382 25 31896 23 32408 23 32921 22 33434 20 33947 19 34460 17 34973 14 35487 10 36001 7 36515 3
20200425_141331, 241305 9 241812 15 242323 17 242833 19 243343 22 243854 23 244364 25 244876 26 245387 27 245898 28 246410 28 246922 28 247433 29 247945 29 248457 29 248969 29 249482 29 249994 29 250506 29 251022 25 251536 23 252049 22 252561 21 253074 20 253587 19 254100 17 254613 15 255125 14 255639 10 256152 7 256665 5
20200425_141331, 194238 3 194734 1 194747 8 195246 1 195258 10 195757 2 195769 11 196269 2 196279 14 196781 3 196789 17 197293 3 197300 19 197805 4 197810 21 198317 26 198829 26 199341 26 199853 26 200365 26 200877 26 201389 26 201901 26 202413 26 202924 27 203436 28 203948 28 204460 28 204972 27 205484 27 205996 27 206505 1 206508 27 207017 1 207020 27 207529 2 207532 27 208041 2 208044 27 208553 2 208556 26 209064 3 209068 26 209577 2 209580 26 210089 2 210092 26 210601 29 211113 29 211625 28 212139 25 212651 25 213164 23 213676 22 214185 2 214188 22 214696 3 214700 20 215213 19 215728 14 216240 13 216753 11 217266 9 217779 4
20200425_141331, 152399 1 152910 4 153421 6 153932 8 154444 8 154956 8 155467 9 155979 10 156490 11 157002 11 157513 12 158025 12 158537 12 159048 13 159559 14 160070 15 160581 16 161091 18 161602 18 162114 18 162626 18 163137 19 163648 20 164160 20 164671 21 165183 21 165694 22 166205 23 166717 23 167228 24 167740 24 168252 25 168764 25 169275 26 169787 26 170299 26 170811 25 171322 26 171834 26 172346 26 172858 26 173370 26 173881 26 174393 26 174905 26 175417 26 175928 27 176440 27 176952 26 177464 26 177976 26 178488 25 179000 25 179512 25 180024 25 180536 25 181048 24 181560 24 182072 24 182584 23 183096 23 183608 22 184120 22 184633 20 185145 16 185658 12 186171 9 186684 6
20200425_141331, 150243 5 150754 9 151266 11 151777 13 152289 13 152800 15 153312 15 153824 15 154335 17 154847 17 155358 18 155870 17 156380 20 156892 20 157403 21 157914 22 158425 22 158937 22 159449 22 159961 22 160473 22 160985 22 161497 22 162009 22 162521 22 163033 23 163545 23 164057 23 164569 23 165081 23 165593 23 166105 23 166617 23 167129 23 167641 23 168153 23 168665 23 169177 23 169689 23 170201 23 170713 23 171225 23 171737 23 172249 23 172761 23 173273 23 173785 22 174297 22 174809 22 175321 22 175833 22 176346 21 176858 20 177370 19 177883 17 178395 17 178907 17 179419 16 179931 16 180443 16 180955 15 181467 15 181980 14 182493 13 183005 13 183518 12 184030 11 184542 11 185055 10 185567 10 186079 10 186591 10 187103 10 187615 10 188128 8 188640 8 189152 8 189665 6 190177 6 190689 6 191202 4
20200425_141331, 226483 9 226993 13 227504 16 228015 18 228526 20 229037 22 229548 25 230059 27 230570 29 231082 29 231593 31 232105 31 232617 31 233129 31 233640 33 234152 33 234664 33 235176 33 235687 34 236199 34 236711 34 237223 34 237734 34 238246 34 238757 35 239269 35 239781 35 240293 34 240805 34 241316 34 241828 34 242341 32 242853 31 243366 30 243878 29 244390 28 244902 27 245414 26 245927 24 246439 23 246952 21 247465 19 247977 18 248490 16 249003 14 249516 12
20200425_141331, 169854 3 170364 6 170871 11 171382 13 171894 13 172406 14 172917 15 173429 15 173941 15 174453 16 174965 16 175477 16 175989 17 176501 17 177012 18 177524 18 178036 18 178548 19 179060 19 179571 20 180083 20 180595 20 181107 20 181619 20 182131 20 182642 21 183154 21 183666 21 184177 22 184689 22 185201 22 185713 22 186224 23 186736 24 187248 23 187759 24 188271 24 188783 24 189295 24 189807 24 190319 24 190830 25 191342 25 191854 25 192366 25 192878 25 193390 25 193902 25 194414 25 194926 24 195438 24 195950 24 196462 24 196975 23 197488 22 198000 22 198513 20 199025 20 199538 19 200050 18 200562 18 201075 17 201587 16 202099 16 202612 15 203124 14 203636 14 204148 13 204660 13 205172 13 205685 11 206197 11 206710 10 207222 10 207735 8 208248 7 208760 6 209273 5 209787 1
20200425_141331, 231719 7 232229 10 232739 13 233251 13 233763 14 234275 14 234786 16 235298 16 235810 17 236322 18 236834 18 237345 20 237857 20 238369 20 238881 21 239393 21 239905 21 240416 23 240928 23 241440 23 241952 24 242464 24 242976 24 243488 24 244000 24 244512 25 245023 26 245535 26 246047 26 246559 26 247071 26 247583 26 248095 26 248607 26 249119 26 249631 26 250142 27 250654 27 251166 27 251678 27 252191 25 252704 24 253216 24 253728 24 254241 22 254754 21 255267 19 255780 18 256292 17 256805 15 257318 14 257831 12 258343 11 258855 10 259367 9 259879 8 260390 8
20200425_141331, 251667 5 252175 12 252683 17 253194 20 253705 22 254216 25 254726 28 255237 30 255747 33 256259 33 256770 35 257282 36 257794 37 258306 37 258817 38 259329 38 259841 38 260353 37 260865 37 261378 35 261890 33
20200425_141331, 254648 7 254664 11 255155 18 255174 15 255667 35 256177 37 256688 39 257200 39 257712 40 258224 40 258736 40 259248 40 259760 40 260272 40 260784 39 261297 38 261809 37
20200506_151600, 94357 4 94868 7 95379 9 95890 11 96401 12 96913 13 97425 13 97936 14 98448 14 98960 14 99471 16 99983 16 100495 16 101007 16 101518 17 102030 17 102542 17 103054 17 103563 20 104075 20 104587 20 105098 21 105609 22 106121 22 106632 23 107143 24 107654 25 108165 26 108677 26 109188 27 109700 27 110211 28 110723 29 111235 29 111746 30 112258 30 112769 31 113281 31 113793 31 114305 31 114816 32 115328 32 115840 32 116352 32 116863 33 117375 33 117887 33 118399 33 118911 33 119423 33 119934 34 120446 33 120958 33 121470 33 121982 33 122494 33 123006 32 123518 32 124030 32 124542 32 125054 31 125566 31 126078 30 126590 29 127102 28 127614 28 128126 27 128638 26 129150 26 129662 25 130174 24 130685 25 131197 24 131709 23 132221 21 132733 21 133246 19 133758 16 134270 9 134783 6
20200506_151600, 250713 10 251222 15 251730 20 252237 26 252747 28 253257 31 253768 32 254278 34 254787 37 255298 39 255809 40 256320 41 256831 42 257342 43 257853 44 258365 44 258877 44 259388 45 259900 45 260412 44 260925 36 261437 35 261949 33
20200506_151600, 188625 3 189137 4 189648 6 190159 7 190671 7 191182 8 191694 9 192205 10 192717 11 193228 12 193739 14 194250 15 194761 16 195273 16 195784 18 196295 19 196807 20 197319 20 197831 20 198343 20 198855 20 199367 20 199879 20 200391 20 200903 21 201415 21 201927 21 202439 21 202951 21 203464 20 203976 20 204488 20 204999 21 205511 21 206023 21 206535 20 207047 19 207559 19 208071 19 208582 20 209094 20 209606 20 210118 19 210630 19 211142 20 211653 20 212166 19 212679 18 213191 18 213704 17 214216 17 214728 17 215241 16 215753 16 216265 17 216778 16 217290 16 217803 16 218315 16 218827 16 219340 16 219852 16 220365 15 220877 15 221390 14 221903 13 222416 12 222928 12 223441 10 223954 8 224468 5
